unit_id,cycle,fault_mode,altitude_ft,air_density_kgm3,rpm,throttle_pct,cht_C,egt_C,oil_press_kPa,oil_temp_C,fuel_flow_kgph,bsfc_g_per_kWh,vibration_rms_g,ae_energy_20k_1M_band,crack_length_mm_groundtruth,alternator_ripple_mV,degradation_index_groundtruth,RUL_cycles
1,33,injector_drift,13902.5,0.7988,4311.0,65.8,98.93,827.53,422.09,91.56,25.129,451.97,0.7076,0.035,0.0,40.67,0.0419,168
1,34,injector_drift,14358.4,0.7871,4221.0,64.4,95.67,813.77,412.9,88.06,26.269,482.79,0.7226,0.0427,0.0,35.86,0.0419,167
1,35,injector_drift,14547.5,0.7823,4340.0,65.8,99.04,829.92,423.05,93.71,25.5,458.35,0.6644,0.0758,0.0,40.05,0.0419,166
1,36,injector_drift,14810.6,0.7756,4286.0,69.3,96.24,829.44,412.46,90.55,26.325,449.65,0.83,0.0725,0.0,43.5,0.0419,165
1,37,injector_drift,15181.2,0.7663,4318.0,67.6,98.86,824.28,419.96,91.46,26.164,457.82,0.7399,0.0652,0.0,49.78,0.0439,164
1,38,injector_drift,15767.1,0.7517,4297.0,69.4,96.22,819.32,414.26,95.63,26.801,457.15,0.8037,0.0422,0.0,39.21,0.0488,163
1,39,injector_drift,16141.7,0.7425,4344.0,69.7,96.55,818.69,409.03,94.01,26.28,446.37,0.8874,0.08,0.0,43.97,0.0488,162
1,40,injector_drift,16468.6,0.7345,4245.0,72.7,96.91,822.8,405.65,90.36,26.257,427.19,0.7831,0.0401,0.0,47.76,0.0488,161
1,41,injector_drift,16640.1,0.7304,4262.0,67.9,101.12,829.04,414.59,89.79,26.044,453.67,0.853,0.0878,0.0,32.48,0.0488,160
1,42,injector_drift,17123.5,0.7188,4478.0,64.7,97.63,815.44,395.48,90.32,26.563,485.69,0.8105,0.1218,0.0,49.56,0.0488,159
1,43,injector_drift,17450.8,0.711,4273.0,72.5,95.3,830.5,420.89,92.0,26.738,436.2,0.8882,0.072,0.0,38.48,0.0488,158
1,44,injector_drift,17806.4,0.7027,4284.0,68.5,97.81,815.06,423.61,90.76,26.128,451.22,0.8725,0.0763,0.0,46.05,0.0488,157
1,45,injector_drift,18240.3,0.6926,4460.0,73.0,95.82,825.62,400.93,90.18,26.459,428.67,0.7791,0.0548,0.0,45.62,0.0488,156
1,46,injector_drift,18474.6,0.6871,4524.0,71.0,95.79,828.6,403.11,94.04,25.829,430.34,0.8283,0.0304,0.0,50.42,0.0555,155
1,47,injector_drift,18870.0,0.6781,4280.0,69.7,97.89,846.6,409.17,90.88,26.529,450.69,0.9253,0.0546,0.0,47.75,0.0555,154
1,48,injector_drift,19100.8,0.6728,4328.0,71.3,96.61,817.16,407.08,95.74,25.772,427.92,0.875,0.0452,0.0,33.24,0.057,153
1,49,injector_drift,19451.8,0.6649,4370.0,76.3,97.0,842.44,413.36,91.32,27.075,420.22,0.7318,0.0382,0.0,41.21,0.057,152
1,50,injector_drift,19816.2,0.6568,4454.0,76.8,96.6,832.13,404.32,94.71,26.859,413.89,0.896,0.1015,0.0,45.82,0.057,151
1,51,injector_drift,19811.1,0.6569,4291.0,70.9,97.07,831.3,423.14,91.85,27.411,457.28,0.7568,0.0726,0.0,44.15,0.057,150
1,52,injector_drift,20285.1,0.6464,4335.0,71.4,97.2,829.17,407.58,93.07,26.042,431.8,0.9565,0.0747,0.0,47.52,0.057,149
1,53,injector_drift,20560.9,0.6404,4397.0,74.3,93.69,833.45,413.23,89.71,26.619,424.08,0.9266,0.0612,0.0,49.16,0.058,148
1,54,injector_drift,20828.9,0.6345,4376.0,68.7,97.69,826.79,408.08,89.54,27.057,466.28,0.8728,0.0652,0.0,48.64,0.0622,147
1,55,injector_drift,21171.7,0.6271,4327.0,72.4,95.23,841.5,414.7,92.16,27.036,442.15,0.8622,0.088,0.0,44.53,0.0622,146
1,56,injector_drift,21720.3,0.6154,4342.0,71.4,94.53,825.75,406.52,93.22,26.226,434.45,0.8329,0.068,0.0,36.37,0.0622,145
1,57,injector_drift,21644.0,0.6171,4268.0,72.6,96.61,839.05,412.63,91.32,26.664,434.6,0.9039,0.0793,0.0,43.32,0.0622,144
1,58,injector_drift,22191.6,0.6055,4336.0,69.3,96.82,823.19,408.82,88.67,26.377,450.37,0.82,0.0647,0.0,47.68,0.0622,143
1,59,injector_drift,22061.0,0.6083,4334.0,67.2,95.69,827.12,404.32,88.55,26.367,464.44,0.8703,0.0623,0.0,40.28,0.0637,142
1,60,injector_drift,22524.8,0.5986,4364.0,65.9,98.02,818.83,411.44,88.46,25.903,465.35,0.9237,0.0416,0.0,49.07,0.0658,141
1,61,injector_drift,22855.6,0.5918,4317.0,68.9,94.77,832.55,413.73,87.78,26.327,452.34,0.809,0.0302,0.0,50.46,0.0658,140
1,62,injector_drift,23169.7,0.5853,4378.0,71.0,96.18,841.52,410.31,91.53,25.85,430.94,0.8047,0.0645,0.0,46.55,0.0658,139
1,63,injector_drift,23433.3,0.58,4411.0,71.6,96.05,830.92,413.31,93.68,26.601,439.57,0.7656,0.0726,0.0,31.12,0.0715,138
1,64,injector_drift,23684.8,0.5749,4359.0,78.4,96.87,833.38,415.36,91.4,27.136,409.43,0.776,0.0457,0.0,40.05,0.0715,137
1,65,injector_drift,23747.0,0.5737,4371.0,76.1,97.36,824.85,403.82,86.91,26.723,415.75,0.7149,0.0708,0.0,55.87,0.0715,136
1,66,injector_drift,23957.6,0.5694,4353.0,70.0,95.55,830.04,408.27,91.15,25.822,436.64,0.9264,0.0741,0.0,44.17,0.0767,135
1,67,injector_drift,24377.4,0.5611,4350.0,74.0,98.15,821.16,402.45,91.21,27.106,433.29,1.0127,0.0299,0.0,36.99,0.0767,134
1,68,injector_drift,24435.9,0.56,4307.0,71.9,97.16,825.52,408.49,95.73,26.727,440.01,0.982,0.0547,0.0,53.08,0.0767,133
1,69,injector_drift,24483.1,0.559,4369.0,72.4,94.23,834.88,401.64,88.62,26.32,430.43,0.7379,0.0812,0.0,46.97,0.0767,132
1,70,injector_drift,24708.3,0.5546,4344.0,73.9,94.29,845.76,415.06,90.88,26.611,426.25,0.9346,0.0827,0.0,53.0,0.083,131
1,71,injector_drift,24938.1,0.5501,4476.0,75.3,97.21,858.42,400.93,95.08,26.208,411.95,0.9906,0.0519,0.0,48.87,0.0832,130
1,72,injector_drift,25342.2,0.5423,4444.0,72.5,97.09,831.58,397.6,92.72,26.259,428.53,0.8512,0.0805,0.0,50.48,0.091,129
1,73,injector_drift,25474.5,0.5398,4373.0,76.8,97.27,849.91,409.63,92.95,26.713,411.48,0.8959,0.0977,0.0,50.0,0.091,128
1,74,injector_drift,25736.0,0.5348,4304.0,70.3,97.37,837.11,392.89,92.05,27.028,454.95,0.7272,0.0928,0.0,51.67,0.091,127
1,75,injector_drift,25741.3,0.5347,4283.0,73.8,97.76,835.72,394.88,92.48,26.493,424.59,0.9091,0.0754,0.0,59.57,0.091,126
1,76,injector_drift,25995.8,0.5299,4421.0,81.7,98.92,844.82,404.42,93.42,27.485,398.09,0.806,0.0686,0.0,53.24,0.0932,125
1,77,injector_drift,26226.2,0.5255,4366.0,74.7,95.84,838.61,402.57,90.27,26.595,421.51,0.9089,0.0657,0.0,40.6,0.0945,124
1,78,injector_drift,26240.0,0.5253,4379.0,78.4,95.85,841.68,402.39,93.72,27.146,409.86,0.7736,0.0888,0.0,51.07,0.0982,123
1,79,injector_drift,26502.4,0.5204,4245.0,74.4,95.96,835.55,399.6,89.22,26.753,425.34,0.9419,0.0834,0.0,54.55,0.0982,122
1,80,injector_drift,26475.7,0.5209,4406.0,76.0,98.04,828.41,399.4,92.62,27.252,424.47,0.9804,0.092,0.0,54.85,0.0982,121
1,81,injector_drift,26655.1,0.5175,4377.0,74.1,99.49,826.46,412.87,92.33,26.58,424.29,0.8367,0.0823,0.0,46.76,0.0988,120
1,82,injector_drift,26780.4,0.5152,4283.0,73.9,97.12,845.18,409.44,90.86,26.169,419.26,0.8174,0.0978,0.0,55.24,0.1046,119
1,83,injector_drift,26779.7,0.5152,4322.0,72.1,94.11,837.78,402.85,92.13,26.154,429.27,0.7424,0.0845,0.0,54.43,0.1088,118
1,84,injector_drift,27147.1,0.5085,4366.0,75.8,95.32,837.07,396.99,90.93,26.716,417.13,0.8936,0.0983,0.0,62.66,0.1088,117
1,85,injector_drift,27111.9,0.5091,4353.0,72.0,96.61,840.01,397.89,90.03,26.202,430.62,0.8683,0.1001,0.0,46.04,0.1088,116
1,86,injector_drift,27285.9,0.5059,4332.0,76.6,97.11,849.24,388.0,91.53,27.152,419.41,0.7954,0.0674,0.0,47.51,0.1117,115
1,87,injector_drift,27451.1,0.5029,4344.0,77.9,97.35,845.09,401.66,90.04,26.882,408.26,0.9566,0.0475,0.0,48.57,0.1122,114
1,88,injector_drift,27534.3,0.5014,4335.0,75.8,98.16,838.64,404.57,93.01,27.912,435.7,0.8939,0.1163,0.0,48.18,0.1181,113
1,89,injector_drift,27648.7,0.4994,4359.0,73.9,97.63,852.74,388.83,90.06,26.152,418.8,0.8438,0.0906,0.0,46.18,0.1181,112
1,90,injector_drift,27609.0,0.5001,4438.0,76.2,99.68,856.69,390.36,93.79,27.064,420.55,0.8855,0.0511,0.0,36.81,0.1181,111
1,91,injector_drift,27628.4,0.4997,4196.0,73.9,97.13,847.31,399.16,90.04,26.403,422.77,1.0187,0.0717,0.0,48.62,0.12,110
1,92,injector_drift,27741.3,0.4977,4336.0,77.7,96.86,853.02,393.32,91.27,26.883,409.58,0.9812,0.1014,0.0,52.64,0.12,109
1,93,injector_drift,27554.7,0.5011,4361.0,69.4,98.97,852.01,397.4,91.24,26.656,454.53,0.93,0.0817,0.0,48.73,0.1244,108
1,94,injector_drift,27638.6,0.4996,4368.0,73.9,96.02,853.96,383.73,95.19,25.95,415.47,0.9945,0.0779,0.0,61.12,0.1271,107
1,95,injector_drift,27698.2,0.4985,4328.0,69.0,99.02,848.41,401.07,93.3,26.695,458.03,0.8603,0.1176,0.0,51.93,0.1319,106
1,96,injector_drift,27781.2,0.497,4245.0,70.5,98.76,850.49,404.87,92.35,27.474,461.34,0.9675,0.0706,0.0,58.92,0.1385,105
1,97,injector_drift,28018.1,0.4927,4370.0,79.1,98.4,854.15,392.59,93.77,27.047,404.82,0.9767,0.0756,0.0,53.77,0.1385,104
1,98,injector_drift,27842.8,0.4959,4454.0,77.7,101.0,840.52,375.01,88.55,27.249,415.16,0.9273,0.0958,0.0,56.59,0.1385,103
1,99,injector_drift,27935.6,0.4942,4258.0,72.8,97.79,853.54,392.84,92.78,27.282,443.26,1.0084,0.1008,0.0,54.29,0.1433,102
1,100,injector_drift,28194.0,0.4896,4402.0,70.5,101.97,837.28,397.9,96.98,26.687,448.03,0.9225,0.1048,0.0,60.3,0.1495,101
1,101,injector_drift,27945.7,0.494,4330.0,66.1,98.53,839.58,377.41,93.25,26.257,470.06,1.0257,0.1131,0.0,53.73,0.1495,100
1,102,injector_drift,28102.9,0.4912,4346.0,73.4,96.97,860.01,391.18,93.13,26.015,419.64,1.0292,0.0988,0.0,55.94,0.1495,99
1,103,injector_drift,27838.6,0.496,4287.0,82.2,99.19,862.39,387.82,94.24,27.741,399.14,0.7657,0.1069,0.0,55.96,0.157,98
1,104,injector_drift,27927.3,0.4944,4330.0,76.3,97.48,864.75,397.43,94.95,27.084,420.18,1.0958,0.0921,0.0,52.76,0.1578,97
1,105,injector_drift,27788.3,0.4969,4428.0,73.3,98.11,850.45,382.61,89.28,26.564,428.98,0.7679,0.1003,0.0,56.75,0.1636,96
1,106,injector_drift,27845.8,0.4958,4385.0,76.3,99.87,845.22,391.01,89.93,27.208,421.78,0.9649,0.1016,0.0,66.01,0.1648,95
1,107,injector_drift,27981.7,0.4934,4454.0,70.2,100.23,850.66,387.54,93.83,26.577,447.78,1.1069,0.1054,0.0,53.97,0.1703,94
1,108,injector_drift,27548.7,0.5012,4421.0,74.0,98.47,855.28,396.83,91.98,26.825,428.96,0.9995,0.1165,0.0,57.42,0.1703,93
1,109,injector_drift,27818.4,0.4963,4376.0,75.2,101.01,856.71,385.97,96.12,27.365,430.84,0.9169,0.1136,0.0,62.04,0.175,92
1,110,injector_drift,27727.6,0.4979,4455.0,74.6,101.33,865.5,385.0,92.93,26.562,421.5,0.9526,0.1043,0.0,61.71,0.1779,91
1,111,injector_drift,27534.7,0.5014,4376.0,77.2,101.77,854.96,377.65,89.7,27.674,424.38,1.1234,0.0874,0.0,56.12,0.1785,90
1,112,injector_drift,27332.0,0.5051,4400.0,75.8,100.47,860.55,392.06,91.09,26.622,415.68,0.8929,0.1057,0.0,44.38,0.1811,89
1,113,injector_drift,27478.1,0.5025,4332.0,76.7,101.99,852.6,381.84,88.33,27.009,416.62,1.1586,0.1069,0.0,59.83,0.1916,88
1,114,injector_drift,27299.6,0.5057,4354.0,72.6,97.13,862.2,381.83,93.38,27.798,453.12,1.0654,0.1115,0.0,46.21,0.1923,87
1,115,injector_drift,27318.9,0.5053,4308.0,77.3,99.53,861.39,387.01,93.51,27.769,425.08,0.9784,0.1524,0.0,64.82,0.1941,86
1,116,injector_drift,27185.6,0.5078,4409.0,79.4,98.88,857.92,371.49,93.17,27.509,409.76,1.0415,0.0998,0.0,58.93,0.2009,85
1,117,injector_drift,27314.3,0.5054,4279.0,71.6,100.54,859.8,387.36,96.33,26.65,440.51,1.0235,0.121,0.0,63.77,0.2086,84
1,118,injector_drift,26923.2,0.5126,4397.0,71.8,99.5,860.31,385.91,96.57,26.825,442.27,1.1742,0.134,0.0,54.26,0.2086,83
1,119,injector_drift,26684.1,0.517,4339.0,78.4,100.13,863.03,384.7,93.84,27.464,414.65,1.1645,0.1147,0.0,51.05,0.2091,82
1,120,injector_drift,26736.4,0.516,4420.0,73.7,103.35,878.36,368.24,90.03,27.192,436.43,0.9817,0.1613,0.0,60.66,0.2151,81
1,121,injector_drift,26608.0,0.5184,4395.0,78.4,100.57,868.29,376.21,95.77,27.464,414.3,1.1129,0.1104,0.0,60.23,0.2266,80
1,122,injector_drift,26637.8,0.5179,4459.0,72.8,101.45,864.52,378.03,95.66,27.154,441.21,1.0783,0.1247,0.0,58.02,0.2275,79
1,123,injector_drift,26411.6,0.5221,4394.0,78.4,100.65,853.83,364.5,95.29,27.439,413.93,1.2647,0.1041,0.0,61.44,0.2336,78
1,124,injector_drift,26185.9,0.5263,4256.0,74.4,101.1,861.42,376.23,96.63,26.704,424.8,1.0532,0.113,0.0,74.86,0.2336,77
1,125,injector_drift,26191.6,0.5262,4346.0,74.7,101.09,867.44,382.75,92.42,27.105,429.48,1.2982,0.1262,0.0,65.53,0.2373,76
1,126,injector_drift,25627.1,0.5369,4280.0,78.5,102.0,868.07,380.71,98.95,27.941,421.12,1.1897,0.141,0.0,67.46,0.2468,75
1,127,injector_drift,25536.4,0.5386,4319.0,72.6,103.16,882.51,378.92,93.09,26.688,434.76,1.1084,0.1316,0.0,66.77,0.2506,74
1,128,injector_drift,25314.2,0.5429,4441.0,70.8,104.04,870.65,380.35,96.64,27.073,452.45,1.163,0.1523,0.0,70.54,0.2571,73
1,129,injector_drift,25209.2,0.5449,4388.0,72.2,102.11,883.61,374.1,91.83,26.914,441.2,1.1601,0.1261,0.0,62.45,0.26,72
1,130,injector_drift,24869.5,0.5515,4308.0,74.8,102.7,876.55,378.05,93.47,27.465,434.59,1.1386,0.1234,0.0,53.72,0.2666,71
1,131,injector_drift,24973.5,0.5495,4289.0,68.6,100.2,874.37,390.41,98.47,26.913,464.08,1.2606,0.1856,0.0,63.5,0.2716,70
1,132,injector_drift,24641.1,0.5559,4352.0,75.1,101.99,878.22,368.41,95.06,28.075,442.23,1.1732,0.1416,0.0,69.16,0.2789,69
1,133,injector_drift,24243.9,0.5638,4277.0,71.5,103.67,878.38,367.64,97.37,27.488,455.03,1.1114,0.121,0.0,60.76,0.2846,68
1,134,injector_drift,24096.4,0.5667,4310.0,76.4,103.57,894.58,373.35,96.17,27.057,418.93,1.2554,0.1215,0.0,64.73,0.2846,67
1,135,injector_drift,24074.0,0.5671,4369.0,65.7,102.62,857.4,370.06,95.53,27.214,490.28,1.1475,0.1172,0.0,62.36,0.2869,66
1,136,injector_drift,23925.0,0.5701,4419.0,70.4,104.03,865.74,358.92,98.78,26.972,453.47,1.2723,0.1595,0.0,74.74,0.3025,65
1,137,injector_drift,23865.4,0.5713,4387.0,67.6,103.6,877.44,356.34,95.71,26.905,471.25,1.2772,0.1354,0.0,71.57,0.3091,64
1,138,injector_drift,23763.7,0.5733,4213.0,70.0,104.67,883.13,385.09,92.62,27.408,463.26,1.2802,0.1453,0.0,71.08,0.3091,63
1,139,injector_drift,23143.9,0.5859,4368.0,73.1,103.39,890.8,364.82,94.64,27.283,441.64,1.5188,0.1424,0.0,71.22,0.3124,62
1,140,injector_drift,22682.8,0.5953,4354.0,71.7,102.73,891.05,356.95,97.6,27.795,458.81,1.3964,0.162,0.0,69.03,0.3246,61
1,141,injector_drift,22255.2,0.6042,4375.0,71.3,103.99,886.0,364.2,97.46,27.138,450.22,1.4364,0.1332,0.0,71.02,0.3337,60
1,142,injector_drift,22353.6,0.6021,4447.0,71.5,99.32,899.33,352.77,93.72,27.241,451.03,1.3004,0.1314,0.0,64.94,0.3429,59
1,143,injector_drift,21924.4,0.6111,4226.0,72.4,104.37,900.54,362.42,95.47,27.293,446.0,1.3985,0.1582,0.0,60.19,0.3458,58
1,144,injector_drift,21711.5,0.6156,4315.0,68.6,98.42,892.81,362.13,95.84,27.117,467.54,1.4801,0.167,0.0,72.26,0.3501,57
1,145,injector_drift,21404.2,0.6222,4385.0,73.6,101.45,902.75,346.47,96.38,28.102,451.64,1.3966,0.1633,0.0,73.62,0.3556,56
1,146,injector_drift,21191.9,0.6267,4255.0,73.4,104.96,899.27,361.07,94.56,27.932,450.64,1.5798,0.1435,0.0,78.94,0.3655,55
1,147,injector_drift,21084.7,0.629,4439.0,72.4,105.16,893.51,360.1,96.18,28.328,463.26,1.4296,0.1751,0.0,81.33,0.3719,54
1,148,injector_drift,20655.0,0.6383,4372.0,72.7,102.83,904.94,353.78,96.09,28.591,465.27,1.5186,0.1483,0.0,81.8,0.3773,53
1,149,injector_drift,20309.3,0.6459,4401.0,71.8,103.93,903.48,344.26,99.43,27.274,449.65,1.5448,0.1578,0.0,70.48,0.3941,52
1,150,injector_drift,19874.4,0.6555,4316.0,76.8,107.24,906.67,346.47,99.64,28.042,431.91,1.6261,0.1515,0.0,74.34,0.4011,51
1,151,injector_drift,19470.3,0.6645,4399.0,70.3,104.59,916.5,341.81,97.85,27.173,457.4,1.58,0.1982,0.0,79.04,0.4071,50
1,152,injector_drift,19335.5,0.6675,4414.0,69.5,108.73,885.13,341.64,97.4,27.289,464.84,1.6156,0.1854,0.0,89.48,0.4091,49
1,153,injector_drift,19082.6,0.6732,4364.0,68.0,105.7,895.63,340.95,98.73,27.305,475.44,1.6604,0.1889,0.0,85.44,0.4227,48
1,154,injector_drift,19033.3,0.6744,4364.0,67.0,106.51,898.69,347.31,96.98,27.101,479.0,1.645,0.2041,0.0,84.34,0.4305,47
1,155,injector_drift,18460.7,0.6875,4366.0,66.1,108.52,906.64,329.86,96.48,27.083,484.54,1.768,0.2378,0.0,77.53,0.4385,46
1,156,injector_drift,18257.0,0.6922,4298.0,67.0,106.57,910.41,346.82,97.11,27.538,486.16,1.7841,0.1507,0.0,76.06,0.4497,45
1,157,injector_drift,17698.7,0.7052,4341.0,69.3,105.06,903.1,335.94,97.87,27.271,465.64,1.7809,0.1723,0.0,85.06,0.4568,44
1,158,injector_drift,17255.5,0.7157,4341.0,70.3,106.63,909.87,338.79,97.0,28.189,474.26,1.7844,0.1776,0.0,76.46,0.4663,43
1,159,injector_drift,16943.9,0.7231,4373.0,69.3,106.97,912.33,326.53,99.83,27.455,468.79,1.9123,0.1756,0.0,81.58,0.4753,42
1,160,injector_drift,16631.2,0.7306,4410.0,66.7,105.18,939.46,337.87,101.14,28.818,511.52,1.8584,0.1736,0.0,82.98,0.4839,41
1,161,injector_drift,16706.4,0.7288,4286.0,71.5,106.94,937.35,342.94,96.57,27.814,460.49,1.8639,0.1902,0.0,91.82,0.4873,40
1,162,injector_drift,15907.0,0.7483,4342.0,70.8,106.6,922.72,335.64,100.11,28.037,468.6,1.9491,0.1765,0.0,83.47,0.5028,39
1,163,injector_drift,15795.3,0.751,4439.0,67.9,109.3,923.46,314.5,99.78,27.345,476.49,2.1044,0.21,0.0,73.79,0.5109,38
1,164,injector_drift,15169.5,0.7666,4305.0,66.2,108.16,918.12,333.77,101.06,28.474,508.7,1.8895,0.2068,0.0,89.24,0.5191,37
1,165,injector_drift,15076.3,0.7689,4301.0,69.6,108.18,918.02,327.97,100.74,28.511,484.46,2.126,0.2212,0.0,84.97,0.5385,36
1,166,injector_drift,14622.3,0.7804,4362.0,68.4,108.71,934.1,310.88,98.08,28.143,487.17,1.9514,0.225,0.0,89.65,0.5493,35
1,167,injector_drift,14165.6,0.792,4401.0,63.3,109.44,926.66,316.67,98.66,27.214,509.12,2.1554,0.2298,0.0,89.89,0.5592,34
1,168,injector_drift,13804.0,0.8013,4351.0,67.2,110.23,937.66,320.09,101.4,28.1,494.91,2.2923,0.2126,0.0,89.66,0.567,33
1,169,injector_drift,13329.5,0.8137,4430.0,68.0,108.18,929.16,314.65,103.69,27.666,481.63,2.2587,0.2669,0.0,96.3,0.5817,32
1,170,injector_drift,13109.0,0.8195,4401.0,64.3,108.3,935.69,312.43,97.36,28.505,524.72,2.2611,0.2315,0.0,85.37,0.5893,31
1,171,injector_drift,12585.0,0.8334,4401.0,67.3,111.83,947.23,310.92,102.73,28.47,500.28,2.2486,0.1933,0.0,91.57,0.6017,30
1,172,injector_drift,12077.4,0.847,4383.0,62.2,109.75,948.2,317.4,104.58,27.905,530.89,2.3266,0.2129,0.0,98.31,0.6099,29
1,173,injector_drift,11674.7,0.858,4490.0,70.4,108.68,956.39,307.57,102.23,27.441,461.51,2.3673,0.2032,0.0,93.33,0.6267,28
1,174,injector_drift,11494.4,0.8629,4338.0,69.9,111.76,944.79,288.53,103.87,28.034,474.7,2.3687,0.2418,0.0,89.4,0.6382,27
1,175,injector_drift,11304.8,0.8681,4230.0,65.2,112.0,961.76,307.65,101.53,28.45,516.61,2.442,0.2417,0.0,101.57,0.647,26
