file,label,n_events,max_amplitude,fft_bin_0,fft_bin_1,fft_bin_2,fft_bin_3,fft_bin_4,fft_bin_5,fft_bin_6,fft_bin_7,fft_bin_8,fft_bin_9,fft_bin_10,fft_bin_11,fft_bin_12,fft_bin_13,fft_bin_14,fft_bin_15,fft_bin_16,fft_bin_17,fft_bin_18,fft_bin_19,fft_bin_20,fft_bin_21,fft_bin_22,fft_bin_23,fft_bin_24,fft_bin_25,fft_bin_26,fft_bin_27,fft_bin_28,fft_bin_29,fft_bin_30,fft_bin_31
healthy_010.npy,healthy,0,0.0,8.700687408447266,8.711505889892578,8.689414024353027,8.719483375549316,8.704767227172852,8.71484375,8.71876335144043,8.70609188079834,8.687191009521484,8.709532737731934,8.710843086242676,8.699917793273926,8.710891723632812,8.69550609588623,8.713459968566895,8.308199882507324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_011.npy,healthy,0,0.0,8.715789794921875,8.69267463684082,8.672564506530762,8.7117919921875,8.699760437011719,8.735616683959961,8.706504821777344,8.687704086303711,8.705238342285156,8.707662582397461,8.718135833740234,8.70181655883789,8.728872299194336,8.69826889038086,8.720725059509277,8.325406074523926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_012.npy,healthy,0,0.0,8.692259788513184,8.710980415344238,8.734977722167969,8.710564613342285,8.716592788696289,8.70034122467041,8.715715408325195,8.703618049621582,8.70687484741211,8.69666576385498,8.725567817687988,8.725095748901367,8.701783180236816,8.728363037109375,8.688680648803711,8.308056831359863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_013.npy,healthy,0,0.0,8.693947792053223,8.705120086669922,8.715292930603027,8.719079971313477,8.709485054016113,8.71265697479248,8.716828346252441,8.720014572143555,8.716690063476562,8.710442543029785,8.71024227142334,8.744767189025879,8.71566104888916,8.717351913452148,8.712803840637207,8.311196327209473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_014.npy,healthy,0,0.0,8.691919326782227,8.712388038635254,8.711345672607422,8.713871955871582,8.719135284423828,8.675025939941406,8.703536033630371,8.72283935546875,8.717238426208496,8.699070930480957,8.702433586120605,8.718417167663574,8.721242904663086,8.721824645996094,8.714869499206543,8.296360969543457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_015.npy,healthy,0,0.0,8.720580101013184,8.716476440429688,8.721277236938477,8.710506439208984,8.7116117477417,8.699061393737793,8.702698707580566,8.721238136291504,8.707932472229004,8.72344970703125,8.720458984375,8.70317554473877,8.698158264160156,8.704814910888672,8.698774337768555,8.307144165039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_016.npy,healthy,0,0.0,8.711848258972168,8.719697952270508,8.709576606750488,8.713210105895996,8.703084945678711,8.718405723571777,8.716431617736816,8.690224647521973,8.69523811340332,8.728266716003418,8.712105751037598,8.707636833190918,8.714056968688965,8.698911666870117,8.706388473510742,8.311603546142578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_017.npy,healthy,0,0.0,8.700416564941406,8.691162109375,8.729528427124023,8.731170654296875,8.729096412658691,8.676884651184082,8.702381134033203,8.712414741516113,8.699716567993164,8.71225643157959,8.716981887817383,8.70224666595459,8.724822998046875,8.716642379760742,8.70359992980957,8.34050464630127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_018.npy,healthy,0,0.0,8.690966606140137,8.708250999450684,8.715910911560059,8.70633316040039,8.705425262451172,8.671614646911621,8.729290008544922,8.726029396057129,8.718441009521484,8.717669486999512,8.69124984741211,8.708230972290039,8.706974029541016,8.72153091430664,8.730306625366211,8.333905220031738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_019.npy,healthy,0,0.0,8.706677436828613,8.711748123168945,8.709465026855469,8.711613655090332,8.721475601196289,8.705018997192383,8.717589378356934,8.727258682250977,8.6896390914917,8.730409622192383,8.711878776550293,8.719771385192871,8.718559265136719,8.706439971923828,8.7039213180542,8.30196475982666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_020.npy,healthy,1,0.037901114253387096,8.707961082458496,8.70730972290039,8.712392807006836,8.688552856445312,8.70677375793457,8.699028015136719,8.703072547912598,8.716752052307129,8.720911026000977,8.721099853515625,8.712892532348633,8.724079132080078,8.727197647094727,8.69631290435791,8.723249435424805,8.327556610107422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_021.npy,healthy,0,0.0,8.723100662231445,8.724345207214355,8.72979736328125,8.72158145904541,8.707387924194336,8.725857734680176,8.733076095581055,8.712715148925781,8.722311019897461,8.698630332946777,8.68995475769043,8.71466064453125,8.694195747375488,8.713040351867676,8.700997352600098,8.312236785888672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_022.npy,healthy,0,0.0,8.707581520080566,8.706256866455078,8.702401161193848,8.706880569458008,8.733983993530273,8.716347694396973,8.720348358154297,8.690731048583984,8.689312934875488,8.700860023498535,8.689937591552734,8.717415809631348,8.72216510772705,8.696800231933594,8.694809913635254,8.338979721069336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_023.npy,healthy,1,0.027225146820719595,8.698320388793945,8.721250534057617,8.70225715637207,8.720776557922363,8.707798957824707,8.694507598876953,8.732511520385742,8.714223861694336,8.704352378845215,8.706031799316406,8.712366104125977,8.694812774658203,8.724812507629395,8.736501693725586,8.710060119628906,8.31444263458252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_024.npy,healthy,0,0.0,8.68736743927002,8.709526062011719,8.72081184387207,8.716651916503906,8.697355270385742,8.714482307434082,8.69926929473877,8.695565223693848,8.69429874420166,8.720087051391602,8.704090118408203,8.733309745788574,8.728671073913574,8.708821296691895,8.713683128356934,8.310250282287598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_025.npy,healthy,0,0.0,8.722829818725586,8.69975757598877,8.696614265441895,8.716509819030762,8.716208457946777,8.719701766967773,8.685068130493164,8.717498779296875,8.71023178100586,8.700886726379395,8.7191801071167,8.697352409362793,8.727675437927246,8.665989875793457,8.7233304977417,8.324538230895996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_026.npy,healthy,0,0.0,8.687712669372559,8.727923393249512,8.728326797485352,8.706094741821289,8.721953392028809,8.71739387512207,8.718574523925781,8.698643684387207,8.708160400390625,8.70363712310791,8.712065696716309,8.710539817810059,8.715538024902344,8.721196174621582,8.714092254638672,8.283384323120117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_027.npy,healthy,0,0.0,8.696659088134766,8.724513053894043,8.724668502807617,8.705949783325195,8.684958457946777,8.725170135498047,8.710565567016602,8.715660095214844,8.738167762756348,8.71861457824707,8.727433204650879,8.707427024841309,8.71609115600586,8.737174987792969,8.697073936462402,8.3212251663208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_028.npy,healthy,0,0.0,8.710556983947754,8.711709022521973,8.718232154846191,8.725418090820312,8.709932327270508,8.730063438415527,8.739683151245117,8.710561752319336,8.686840057373047,8.700511932373047,8.689719200134277,8.705689430236816,8.704363822937012,8.721697807312012,8.674234390258789,8.295989036560059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_029.npy,healthy,0,0.0,8.705968856811523,8.719443321228027,8.71623420715332,8.693532943725586,8.709440231323242,8.700342178344727,8.7107572555542,8.72217082977295,8.712457656860352,8.70372486114502,8.721112251281738,8.724320411682129,8.710021018981934,8.722238540649414,8.707989692687988,8.311678886413574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_030.npy,healthy,0,0.0,8.717113494873047,8.707721710205078,8.725589752197266,8.725541114807129,8.69178295135498,8.718995094299316,8.720246315002441,8.700613975524902,8.69724178314209,8.717371940612793,8.710700988769531,8.685314178466797,8.69034481048584,8.7267427444458,8.714914321899414,8.309826850891113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_031.npy,healthy,0,0.0,8.707646369934082,8.709571838378906,8.71272087097168,8.722325325012207,8.705434799194336,8.704434394836426,8.697698593139648,8.704727172851562,8.710853576660156,8.70736312866211,8.69780158996582,8.686155319213867,8.709768295288086,8.704327583312988,8.71442985534668,8.320638656616211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_032.npy,healthy,0,0.0,8.67184066772461,8.7288179397583,8.723243713378906,8.722478866577148,8.697208404541016,8.710722923278809,8.705474853515625,8.728833198547363,8.701706886291504,8.71165657043457,8.667086601257324,8.753056526184082,8.715083122253418,8.708849906921387,8.694437026977539,8.333840370178223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_033.npy,healthy,0,0.0,8.707159996032715,8.728450775146484,8.718767166137695,8.699017524719238,8.699736595153809,8.706890106201172,8.732773780822754,8.701571464538574,8.711099624633789,8.681031227111816,8.702107429504395,8.732673645019531,8.694469451904297,8.69364070892334,8.715425491333008,8.314712524414062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_034.npy,healthy,0,0.0,8.700052261352539,8.70733642578125,8.690702438354492,8.715680122375488,8.710116386413574,8.70565414428711,8.708093643188477,8.698494911193848,8.697805404663086,8.690156936645508,8.714696884155273,8.697514533996582,8.709763526916504,8.709851264953613,8.72071647644043,8.301403045654297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_035.npy,healthy,0,0.0,8.701584815979004,8.722536087036133,8.693901062011719,8.715291976928711,8.726292610168457,8.732446670532227,8.703652381896973,8.710766792297363,8.724510192871094,8.693442344665527,8.69890308380127,8.700048446655273,8.686809539794922,8.713525772094727,8.733482360839844,8.347475051879883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_036.npy,healthy,0,0.0,8.701436042785645,8.697985649108887,8.692867279052734,8.70867919921875,8.729990005493164,8.699304580688477,8.717447280883789,8.714689254760742,8.726170539855957,8.7151460647583,8.70379638671875,8.703763961791992,8.712949752807617,8.714516639709473,8.715372085571289,8.302080154418945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_037.npy,healthy,0,0.0,8.70442008972168,8.738157272338867,8.714043617248535,8.704479217529297,8.72143268585205,8.710421562194824,8.683262825012207,8.712349891662598,8.690064430236816,8.710237503051758,8.715714454650879,8.7283353805542,8.708282470703125,8.717399597167969,8.73115062713623,8.323787689208984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_038.npy,healthy,0,0.0,8.709904670715332,8.71038818359375,8.691109657287598,8.72486400604248,8.713111877441406,8.72386646270752,8.723607063293457,8.700801849365234,8.706888198852539,8.683955192565918,8.712738990783691,8.718597412109375,8.692167282104492,8.698125839233398,8.699647903442383,8.337976455688477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy_039.npy,healthy,1,0.039810080184600645,8.706212043762207,8.741451263427734,8.720030784606934,8.703286170959473,8.724072456359863,8.743971824645996,8.711060523986816,8.71252155303955,8.713404655456543,8.706086158752441,8.69643497467041,8.686277389526367,8.735794067382812,8.699397087097168,8.697640419006348,8.31638240814209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_000.npy,crack_initiation,2,0.20160953378960345,8.720943450927734,8.7123384475708,8.706461906433105,8.721744537353516,8.844294548034668,8.70678424835205,8.696599006652832,8.71851921081543,8.704507827758789,8.721277236938477,8.737685203552246,8.713781356811523,8.71223258972168,8.71789264678955,8.705769538879395,8.333016395568848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_001.npy,crack_initiation,0,0.0,8.722895622253418,8.709624290466309,8.705985069274902,8.71706771850586,8.701436042785645,8.717328071594238,8.721446990966797,8.710174560546875,8.699292182922363,8.724547386169434,8.703348159790039,8.723402976989746,8.715208053588867,8.711668014526367,8.703295707702637,8.311979293823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_002.npy,crack_initiation,0,0.0,8.709358215332031,8.734291076660156,8.702942848205566,8.687520980834961,8.717058181762695,8.72397232055664,8.693832397460938,8.702615737915039,8.719537734985352,8.686779975891113,8.710883140563965,8.701863288879395,8.72319221496582,8.708383560180664,8.700241088867188,8.304588317871094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_003.npy,crack_initiation,1,0.19665248875252606,8.704765319824219,8.698881149291992,8.738052368164062,8.744750022888184,8.774555206298828,8.694234848022461,8.699261665344238,8.705803871154785,8.723319053649902,8.702367782592773,8.702930450439453,8.691516876220703,8.69095516204834,8.70789623260498,8.722201347351074,8.338066101074219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_004.npy,crack_initiation,0,0.0,8.691452980041504,8.709328651428223,8.723322868347168,8.708305358886719,8.704504013061523,8.720672607421875,8.707327842712402,8.695982933044434,8.712985038757324,8.704559326171875,8.720444679260254,8.721633911132812,8.714667320251465,8.712849617004395,8.70377254486084,8.315874099731445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_005.npy,crack_initiation,1,0.18095698436031332,8.706605911254883,8.710295677185059,8.72056770324707,8.70618724822998,8.734720230102539,8.716971397399902,8.72392749786377,8.69905948638916,8.74102783203125,8.708442687988281,8.693143844604492,8.692510604858398,8.694698333740234,8.709200859069824,8.710698127746582,8.302753448486328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_006.npy,crack_initiation,1,0.1406795916921573,8.705941200256348,8.702492713928223,8.711665153503418,8.69829273223877,8.77884578704834,8.73781967163086,8.711320877075195,8.714510917663574,8.696768760681152,8.702595710754395,8.705655097961426,8.70088005065918,8.720250129699707,8.719712257385254,8.717141151428223,8.314508438110352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_007.npy,crack_initiation,1,0.17112950477624497,8.722684860229492,8.720064163208008,8.700057983398438,8.730494499206543,8.76215934753418,8.734723091125488,8.699926376342773,8.72247314453125,8.717123985290527,8.71021556854248,8.71199893951416,8.69330883026123,8.71374225616455,8.710123062133789,8.72304630279541,8.31175708770752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_008.npy,crack_initiation,1,0.13742816240375091,8.70051383972168,8.692696571350098,8.69788646697998,8.722696304321289,8.716230392456055,8.722990036010742,8.70870304107666,8.685589790344238,8.710588455200195,8.70748233795166,8.720473289489746,8.70215892791748,8.701451301574707,8.730073928833008,8.710563659667969,8.294469833374023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_009.npy,crack_initiation,1,0.14648727728783528,8.696662902832031,8.721017837524414,8.716436386108398,8.712209701538086,8.739079475402832,8.734452247619629,8.720894813537598,8.681159019470215,8.706790924072266,8.700345039367676,8.711030960083008,8.689600944519043,8.684829711914062,8.712026596069336,8.680013656616211,8.326814651489258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_010.npy,crack_initiation,0,0.0,8.705367088317871,8.695378303527832,8.718917846679688,8.708420753479004,8.726248741149902,8.719518661499023,8.72608470916748,8.726522445678711,8.724725723266602,8.71273136138916,8.713908195495605,8.677613258361816,8.724474906921387,8.693979263305664,8.701422691345215,8.286673545837402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_011.npy,crack_initiation,2,0.21882236833899243,8.7174072265625,8.74145793914795,8.711774826049805,8.73586368560791,8.881954193115234,8.714644432067871,8.711934089660645,8.73294448852539,8.724929809570312,8.724491119384766,8.722172737121582,8.707468032836914,8.70309066772461,8.702174186706543,8.724457740783691,8.319029808044434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_012.npy,crack_initiation,0,0.0,8.72096061706543,8.691250801086426,8.684629440307617,8.706293106079102,8.717310905456543,8.697270393371582,8.721271514892578,8.690176963806152,8.712878227233887,8.723694801330566,8.708428382873535,8.711822509765625,8.713671684265137,8.717325210571289,8.695085525512695,8.308149337768555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_013.npy,crack_initiation,0,0.0,8.696885108947754,8.69020938873291,8.700647354125977,8.70199966430664,8.739725112915039,8.71727180480957,8.70004653930664,8.681568145751953,8.701445579528809,8.731249809265137,8.707816123962402,8.697002410888672,8.710783004760742,8.722296714782715,8.730340003967285,8.32663631439209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_014.npy,crack_initiation,0,0.0,8.72485637664795,8.729706764221191,8.72819709777832,8.69741153717041,8.719264030456543,8.723676681518555,8.703384399414062,8.71398639678955,8.719826698303223,8.718536376953125,8.714308738708496,8.681659698486328,8.684160232543945,8.710384368896484,8.711355209350586,8.323806762695312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_015.npy,crack_initiation,2,0.19456941483202234,8.716034889221191,8.72181224822998,8.694418907165527,8.720426559448242,8.786190032958984,8.71250057220459,8.70376968383789,8.71783447265625,8.708351135253906,8.735311508178711,8.726627349853516,8.693192481994629,8.70732307434082,8.732434272766113,8.696008682250977,8.344654083251953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_016.npy,crack_initiation,1,0.17501491604410224,8.726593971252441,8.706212043762207,8.71287727355957,8.6996431350708,8.803787231445312,8.729228973388672,8.71447467803955,8.722387313842773,8.7146577835083,8.689324378967285,8.71324348449707,8.699036598205566,8.72440242767334,8.717053413391113,8.691411018371582,8.310370445251465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_017.npy,crack_initiation,1,0.09939820931198665,8.710748672485352,8.718805313110352,8.688100814819336,8.705572128295898,8.728171348571777,8.680496215820312,8.735701560974121,8.74764347076416,8.713400840759277,8.71651840209961,8.710697174072266,8.682400703430176,8.693699836730957,8.702241897583008,8.73266315460205,8.2885160446167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_018.npy,crack_initiation,0,0.0,8.727008819580078,8.708378791809082,8.709388732910156,8.717818260192871,8.737446784973145,8.695751190185547,8.72883415222168,8.709403038024902,8.718153953552246,8.723280906677246,8.716233253479004,8.737696647644043,8.703512191772461,8.702013969421387,8.712575912475586,8.313822746276855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_019.npy,crack_initiation,0,0.0,8.706575393676758,8.725961685180664,8.735878944396973,8.70773696899414,8.707127571105957,8.699810028076172,8.696240425109863,8.719097137451172,8.721280097961426,8.69070053100586,8.72314739227295,8.726667404174805,8.713467597961426,8.69612979888916,8.703827857971191,8.311104774475098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_020.npy,crack_initiation,0,0.0,8.714627265930176,8.7153959274292,8.732468605041504,8.696352005004883,8.724440574645996,8.695006370544434,8.699974060058594,8.699275970458984,8.704657554626465,8.690881729125977,8.700779914855957,8.721902847290039,8.70673656463623,8.708331108093262,8.707161903381348,8.34565544128418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_initiation_021.npy,crack_initiation,0,0.0,8.704582214355469,8.719195365905762,8.70853042602539,8.72205638885498,8.691584587097168,8.712569236755371,8.687736511230469,8.717796325683594,8.725066184997559,8.7283935546875,8.70666790008545,8.72689151763916,8.723360061645508,8.703592300415039,8.726298332214355,8.307744026184082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
